id_cliente,nome_cliente,email,saldo_da_conta,tem_cartao_credito,tem_seguro,tem_clube_livelo,bandeira_cartao,nome_cartao_credito,qto_tempo_sem_movimentar_conta,opt_in_out,idade,genero,profissao,renda_presumida,id_endereco,cep_num,cep_formatado,uf,cidade,bairro,tipo_logradouro,logradouro,latitude,longitude,h3_res6,h3_res8
1426,Gabriela Costa,89767.7677@email.com,38232.5,Sim,Nao,Sim,Mastercard,Gold,103,Nao,50,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1427,Tatiana Silva,89942.9422@email.com,188137.5,Sim,Nao,Nao,Mastercard,Gold,142,Sim,79,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1428,Isabela Costa,90936.9360@email.com,42137,Sim,Sim,Sim,VISA,DUX,121,Nao,27,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1429,Bruno Silva,91250.2509@email.com,26314,Sim,Sim,Sim,VISA,Platinum,21,Sim,60,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1430,Isabela Almeida,91756.7561@email.com,196737,Sim,Sim,Sim,Mastercard,Platinum,115,Nao,55,F,Autonomo,3000,1430,20535300,20535-300,RJ,RIO DE JANEIRO,ALTO DA BOA VISTA,RUA,MALVINO SILVA,-19.834827208619735,-50.45849143691665,86a8e46afffffff,88a8e46ad7fffff
1431,Priscila Pereira,92208.2081@email.com,113451,Nao,Nao,Nao,null,null,22,Nao,66,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1432,Claudia Lima,92312.3122@email.com,129874,Nao,Nao,Sim,null,null,58,Sim,19,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1433,Helena Nascimento,93074.0749@email.com,8971,Nao,Nao,Nao,null,null,84,Sim,22,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1434,Ana Rodrigues,ana.6937@email.com,191391.5,Sim,Sim,Sim,VISA,Platinum,74,Sim,52,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1435,Juliana Martins,95145.1454@email.com,151862,Sim,Sim,Sim,VISA,Connect,97,Sim,59,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1436,Priscila Souza,96172.1723@email.com,158436,Sim,Nao,Sim,Mastercard,Connect,16,Nao,22,M,Prof Liberal,15000,1436,20535360,20535-360,RJ,RIO DE JANEIRO,ALTO DA BOA VISTA,RUA,SEBASTIAO PEREIRA,-21.415554199105216,-47.31195185504482,86a81ad1fffffff,88a81ad199fffff
1437,Rafael Almeida,96447.4472@email.com,141706,Sim,Sim,Sim,VISA,Gold,143,Sim,49,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1438,Fernanda Lima,96732.7320@email.com,85683,Sim,Sim,Nao,Mastercard,Platinum,33,Sim,79,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1439,Helena Oliveira,96940.9407@email.com,195990,Sim,Sim,Sim,Mastercard,Infinite,99,Sim,87,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1440,Juliana Moreira,96965.9657@email.com,56561,Nao,Sim,Sim,null,null,59,Sim,26,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1441,Gabriela Gomes,97118.1181@email.com,92309,Sim,Sim,Sim,VISA,Gold,89,Sim,79,M,Funcionario Publico,3000,1441,20535410,20535-410,RJ,RIO DE JANEIRO,ALTO DA BOA VISTA,CAMINHO,DA PEDRA DO CONDE,-23.433762664944883,-46.01143473438318,86a812b07ffffff,88a812b005fffff
1442,Carolina Rodrigues,97406.4060@email.com,80098,Sim,Nao,Sim,Mastercard,Gold,103,Sim,78,M,Aposentado,14000,1442,20535420,20535-420,RJ,RIO DE JANEIRO,ALTO DA BOA VISTA,ESTRADA,PRINCESA IMPERIAL,-24.74201813839913,-52.39741415603426,86a828d97ffffff,88a828d947fffff
1443,Claudia Gomes,97426.4266@email.com,34614,Sim,Sim,Sim,VISA,Connect,106,Nao,52,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1444,Priscila Ribeiro,98274.2746@email.com,125076,Nao,Sim,Sim,null,null,127,Sim,48,M,Prof Liberal,5000,1444,20535450,20535-450,RJ,RIO DE JANEIRO,TIJUCA,ESTRADA,VISTA SAUDADE,-24.726021907438696,-44.30264867275808,86a98b46fffffff,88a98b46e9fffff
1445,Juliana Ferreira,98316.3167@email.com,49502,Sim,Nao,Sim,Mastercard,Platinum,131,Sim,73,M,Prof Liberal,16000,1445,20540001,20540-001,RJ,RIO DE JANEIRO,TIJUCA,RUA,BARAO DE MESQUITA - DE 191 A 369 - LADO IMPAR,-20.655538662843732,-46.041415978562384,86a8a9537ffffff,88a8a9536bfffff
1446,Gabriela Teixeira,99154.1540@email.com,39235,Sim,Sim,Sim,VISA,Platinum,126,Nao,46,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1447,Maria Teixeira,99294.2947@email.com,96861,Nao,Nao,Sim,null,null,94,Nao,64,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1448,Claudia Martins,99628.6284@email.com,149814,Sim,Sim,Sim,Mastercard,Infinite,52,Sim,24,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1449,Larissa Pereira,99680.6805@email.com,155806,Sim,Nao,Nao,VISA,DUX,141,Sim,45,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1450,Camila Costa,11190.1906@email.com,17745,Nao,Sim,Sim,null,null,102,Sim,24,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1451,Samuel Costa,11587.5871@email.com,25034,Sim,Sim,Sim,VISA,Infinite,15,Sim,36,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1452,Carolina Santos,12271.2718@email.com,80118,Nao,Sim,Sim,null,null,90,Nao,55,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1453,Simone Melo,13394.3941@email.com,106557,Sim,Sim,Sim,Mastercard,Gold,56,Sim,29,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1454,Ricardo Oliveira,13881.8816@email.com,92170,Sim,Sim,Nao,VISA,DUX,71,Sim,65,M,Aposentado,14000,1454,20540040,20540-040,RJ,RIO DE JANEIRO,TIJUCA,RUA,DEPUTADO SOARES FILHO,-20.041031333299877,-47.3576114144698,86a8f41b7ffffff,88a8f41b67fffff
1455,Fernanda Teixeira,15067.0670@email.com,146403,Sim,Nao,Sim,Mastercard,DUX,27,Nao,51,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1456,Renata Rodrigues,15083.0834@email.com,38112,Sim,Sim,Sim,Mastercard,Connect,8,Sim,71,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1457,Fernando Oliveira,15137.1372@email.com,198742,Sim,Sim,Sim,VISA,Platinum,78,Nao,18,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1458,Simone Araujo,15270.2708@email.com,184293,Sim,Sim,Sim,VISA,Connect,12,Sim,55,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1459,Vanessa Barbosa,15987.9872@email.com,95049,Sim,Sim,Sim,VISA,Platinum,99,Sim,18,M,Prof Liberal,8000,1459,20540090,20540-090,RJ,RIO DE JANEIRO,TIJUCA,RUA,SANTA SOFIA,-22.654217401659857,-52.352864645433996,86a80dd87ffffff,88a80dd825fffff
1460,Fabio Lima,16183.1837@email.com,44512.5,Sim,Sim,Sim,Mastercard,Gold,25,Sim,84,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1461,Carolina Moreira,16870.8708@email.com,8798,Sim,Nao,Sim,VISA,DUX,130,Sim,65,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1462,Carlos Moreira,carlos.0588@email.com,197220,Sim,Sim,Sim,VISA,Infinite,128,Sim,69,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1463,Maria Lima,17415.4159@email.com,60039,Sim,Sim,Sim,VISA,Platinum,7,Sim,37,M,Prof Liberal,12000,1463,20540130,20540-130,RJ,RIO DE JANEIRO,VILA ISABEL,RUA,BALTAZAR LISBOA,-23.648994966446637,-45.432842945124655,86a812d67ffffff,88a812d623fffff
1464,Ricardo Carvalho,17591.5910@email.com,182630,Sim,Sim,Sim,VISA,Platinum,24,Sim,40,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1465,Patricia Martins,17691.6915@email.com,75924,Nao,Nao,Sim,null,null,76,Sim,51,F,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1466,Juliana Silva,18712.7126@email.com,69722,Sim,Nao,Sim,Mastercard,Platinum,137,Sim,87,F,Estudante,15000,1466,20540160,20540-160,RJ,RIO DE JANEIRO,ANDARAI,RUA,GOIANIA,-23.012801789682516,-48.35287742894045,86a81cd17ffffff,88a81cd10bfffff
1467,Tatiana Ferreira,19250.2503@email.com,76051,Sim,Nao,Sim,VISA,Connect,69,Nao,28,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1468,Leonardo Ferreira,19661.6610@email.com,138779,Sim,Sim,Nao,VISA,Gold,88,Sim,66,M,Prof Liberal,6000,1468,20540180,20540-180,RJ,RIO DE JANEIRO,TIJUCA,TRAVESSA,AMERICO DE OLIVEIRA,-23.174610373097124,-47.891057987266244,86a811ab7ffffff,88a811ab65fffff
1469,Vanessa Oliveira,20391.3917@email.com,75909,Sim,Nao,Sim,VISA,DUX,83,Nao,69,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1470,Simone Moreira,20763.7637@email.com,35473,Sim,Sim,Sim,Mastercard,Infinite,27,Sim,65,M,Prof Liberal,5000,1470,20540200,20540-200,RJ,RIO DE JANEIRO,ANDARAI,RUA,ELIAS DIVANA,-22.85506521541272,-49.98020284736401,86a803317ffffff,88a803314bfffff
1471,Juliana Oliveira,21389.3892@email.com,4242,Sim,Nao,Sim,Mastercard,Gold,52,Sim,38,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1472,Renata Araujo,21873.8739@email.com,56792.5,Nao,Sim,Nao,null,null,12,Sim,58,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1473,Ana Melo,ana.3434@email.com,176500,Sim,Sim,Sim,Mastercard,Gold,0,Sim,30,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1474,Fernanda Silva,22457.4576@email.com,11503,Nao,Sim,Sim,null,null,76,Sim,39,M,Prof Liberal,6000,1474,20540240,20540-240,RJ,RIO DE JANEIRO,GRAJAU,LARGO,DO VERDUN,-22.837812271884157,-50.16805548097994,86a803adfffffff,88a803adb9fffff
1475,Ana Rodrigues,ana.1528@email.com,150385.5,Nao,Sim,Sim,null,null,109,Sim,58,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1476,Beatriz Barbosa,23157.1578@email.com,188327,Sim,Sim,Sim,Mastercard,Gold,136,Sim,59,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1477,Camila Lima,23456.4560@email.com,185132.5,Sim,Sim,Nao,VISA,Platinum,11,Nao,86,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1478,Andre Costa,24866.8668@email.com,43701,Nao,Sim,Sim,null,null,53,Sim,45,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1479,Patricia Oliveira,25185.1850@email.com,19991.5,Sim,Sim,Sim,Mastercard,DUX,54,Nao,28,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1480,Helena Oliveira,26156.1566@email.com,26434.5,Sim,Sim,Nao,VISA,Infinite,27,Sim,56,M,Funcionario Publico,5000,1480,20540300,20540-300,RJ,RIO DE JANEIRO,GRAJAU,RUA,DUQUESA DE BRAGANCA,-25.108286222939544,-48.563900060620234,86a806d2fffffff,88a806d2d3fffff
1481,Bruno Gomes,26430.4303@email.com,131865,Nao,Sim,Sim,null,null,95,Nao,62,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1482,Gustavo Costa,27230.2307@email.com,171835.5,Sim,Sim,Nao,Mastercard,Gold,44,Sim,47,F,Prof Liberal,7000,1482,20540320,20540-320,RJ,RIO DE JANEIRO,GRAJAU,RUA,FARIAS BRITO,-23.831106318599296,-49.08234920910246,86a80284fffffff,88a802848bfffff
1483,Gabriela Teixeira,27472.4728@email.com,208121.5,Sim,Sim,Sim,Mastercard,Gold,2,Sim,72,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1484,Carolina Rodrigues,27631.6319@email.com,204255,Sim,Sim,Sim,VISA,Connect,16,Sim,49,M,Autonomo,8000,1484,20540341,20540-341,RJ,RIO DE JANEIRO,GRAJAU,RUA,BARAO DO BOM RETIRO - DE 1663 AO FIM - LADO IMPAR,-21.93413458704828,-49.344306113020764,86a81d557ffffff,88a81d5537fffff
1485,Ana Almeida,ana.9419@email.com,83528.5,Nao,Sim,Sim,null,null,116,Sim,41,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1486,Fernanda Pereira,28111.1116@email.com,149663,Nao,Sim,Nao,null,null,39,Sim,25,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1487,Ricardo Gomes,28867.8671@email.com,78810,Sim,Sim,Sim,Mastercard,Infinite,49,Sim,62,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1488,Priscila Ribeiro,29297.2974@email.com,146016,Sim,Sim,Sim,Mastercard,Platinum,114,Sim,49,M,Estudante,22000,1488,20540370,20540-370,RJ,RIO DE JANEIRO,GRAJAU,RUA,NOSSA SENHORA DE LOURDES,-20.213573670732103,-45.434503555888234,86a8ab137ffffff,88a8ab136bfffff
1489,Vanessa Gomes,29947.9471@email.com,90451.5,Sim,Sim,Sim,Mastercard,Gold,1,Nao,61,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1490,Gustavo Costa,30158.1589@email.com,12589,Sim,Sim,Sim,Mastercard,Infinite,7,Nao,51,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1491,Gustavo Costa,31404.4049@email.com,70410,Nao,Sim,Sim,null,null,80,Sim,26,M,Autonomo,4000,1491,20541005,20541-005,RJ,RIO DE JANEIRO,VILA ISABEL,RUA,MARECHAL JARDIM,-25.26079001484975,-46.5393938539387,86a8326c7ffffff,88a8326c15fffff
1492,Patricia Santos,31592.5920@email.com,20404,Sim,Sim,Nao,VISA,DUX,106,Sim,78,F,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1493,Larissa Souza,31594.5948@email.com,196473.5,Sim,Sim,Sim,Mastercard,Connect,116,Sim,44,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1494,Tatiana Costa,32658.6582@email.com,88410,Sim,Sim,Sim,VISA,Gold,11,Nao,82,M,Funcionario Publico,18000,1494,20541030,20541-030,RJ,RIO DE JANEIRO,VILA ISABEL,RUA,DONA MARIA,-24.93282655865624,-49.80331547223737,86a8040c7ffffff,88a8040c07fffff
1495,Camila Nascimento,32671.6714@email.com,110645,Sim,Nao,Sim,Mastercard,Infinite,43,Sim,63,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1496,Claudia Martins,32822.8227@email.com,70076,Sim,Nao,Nao,VISA,Platinum,7,Sim,67,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1497,Denise Oliveira,34569.5697@email.com,130476,Nao,Sim,Sim,null,null,133,Sim,60,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1498,Natalia Pereira,34954.9548@email.com,60298.5,Sim,Nao,Nao,Mastercard,Infinite,18,Sim,84,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1499,Fernanda Oliveira,35418.4188@email.com,88263,Sim,Sim,Sim,VISA,DUX,136,Sim,81,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1500,Ana Pereira,ana.0860@email.com,112740,Nao,Sim,Sim,null,null,80,Sim,51,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1501,Gustavo Pereira,36310.3109@email.com,27889,Sim,Sim,Sim,VISA,Platinum,55,Nao,69,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1502,Gabriela Carvalho,36320.3205@email.com,144348,Sim,Sim,Sim,Mastercard,Infinite,61,Sim,49,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1503,Claudia Rodrigues,36328.3283@email.com,65794,Sim,Nao,Sim,VISA,Platinum,102,Sim,56,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1504,Matheus Melo,36974.9741@email.com,194998,Nao,Nao,Sim,null,null,6,Sim,79,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1505,Rafael Pereira,37493.4934@email.com,159026,Sim,Nao,Nao,VISA,Gold,40,Sim,37,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1506,Denise Almeida,37592.5922@email.com,108335,Sim,Sim,Nao,Mastercard,Platinum,19,Sim,23,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1507,Beatriz Silva,38591.5914@email.com,119321.5,Sim,Nao,Nao,Mastercard,Connect,92,Sim,66,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1508,Helena Ribeiro,40376.3768@email.com,163451,Sim,Sim,Sim,VISA,Gold,84,Sim,63,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1509,Vanessa Moreira,40409.4090@email.com,135369,Nao,Sim,Sim,null,null,124,Sim,65,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1510,Rafael Santos,40469.4697@email.com,181486,Nao,Nao,Sim,null,null,91,Sim,26,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1511,Vanessa Souza,40938.9389@email.com,90749,Sim,Sim,Sim,VISA,Connect,8,Sim,38,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1512,Beatriz Oliveira,41265.2655@email.com,195442.5,Sim,Sim,Sim,Mastercard,DUX,44,Sim,44,M,Estudante,11000,1512,20541210,20541-210,RJ,RIO DE JANEIRO,ANDARAI,RUA,ANDARAI,-23.271588220307056,-45.64707611830814,86a812157ffffff,88a812153dfffff
1513,Juliana Lima,41599.5990@email.com,123382,Nao,Sim,Sim,null,null,30,Sim,71,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1514,Gabriela Araujo,42186.1861@email.com,64048,Sim,Sim,Sim,VISA,Platinum,134,Nao,61,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1515,Lucas Gomes,42324.3245@email.com,152364,Sim,Nao,Sim,VISA,Infinite,59,Sim,44,F,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1516,Beatriz Costa,43219.2190@email.com,79827,Nao,Sim,Sim,null,null,60,Sim,21,F,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1517,Fabio Araujo,43322.3224@email.com,102449,Sim,Sim,Sim,VISA,Infinite,8,Sim,18,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1518,Claudia Oliveira,43503.5034@email.com,56994,Sim,Sim,Sim,VISA,Infinite,66,Sim,80,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1519,Eduardo Moreira,44031.0318@email.com,96980.5,Nao,Sim,Nao,null,null,101,Sim,76,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1520,Beatriz Melo,44086.0864@email.com,52607,Sim,Nao,Sim,Mastercard,Infinite,32,Sim,27,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1521,Renata Gomes,44498.4989@email.com,20312,Sim,Nao,Nao,VISA,DUX,113,Sim,56,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1522,Claudia Almeida,44630.6303@email.com,165314,Sim,Sim,Nao,VISA,DUX,103,Sim,54,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1523,Gabriela Almeida,44741.7417@email.com,110728,Sim,Sim,Sim,Mastercard,DUX,41,Sim,57,F,Autonomo,4000,1523,20541320,20541-320,RJ,RIO DE JANEIRO,ANDARAI,RUA,DIOGO,-20.079385446158696,-52.426021195339935,86a85655fffffff,88a8565595fffff
1524,Fernanda Costa,45107.1076@email.com,149483,Nao,Nao,Sim,null,null,34,Sim,80,M,Funcionario Publico,12000,1524,20541325,20541-325,RJ,RIO DE JANEIRO,ANDARAI,TRAVESSA,JOSE DINIS,-21.451368845496354,-50.85618757971371,86a80a177ffffff,88a80a171bfffff
1525,Carolina Melo,45521.5210@email.com,30298,Sim,Sim,Sim,VISA,Infinite,53,Sim,66,F,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1526,Priscila Oliveira,46530.5306@email.com,47276,Sim,Sim,Sim,Mastercard,Gold,45,Sim,29,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1527,Helena Almeida,46997.9977@email.com,34491,Sim,Sim,Nao,Mastercard,Gold,22,Sim,48,M,Prof Liberal,20000,1527,20541350,20541-350,RJ,RIO DE JANEIRO,GRAJAU,RUA,CACAPAVA,-25.181314917206983,-51.78069332362497,86a82ec6fffffff,88a82ec6edfffff
1528,Carolina Ribeiro,47704.7048@email.com,51439.5,Sim,Sim,Sim,Mastercard,Infinite,140,Sim,48,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1529,Isabela Lima,48683.6833@email.com,70797,Sim,Nao,Sim,VISA,Platinum,72,Sim,64,M,Autonomo,15000,1529,20541371,20541-371,RJ,RIO DE JANEIRO,VILA ISABEL,RUA,BARAO DE SAO FRANCISCO - DE 305 AO FIM - LADO IMPAR,-23.466265843749614,-48.149715136535185,86a802487ffffff,88a8024813fffff
1530,Eduardo Gomes,49057.0577@email.com,101231,Sim,Sim,Sim,Mastercard,Infinite,113,Sim,22,M,Aposentado,null,null,null,null,null,null,null,null,null,null,null,null,null
1531,Patricia Pereira,49805.8050@email.com,98244,Sim,Sim,Sim,VISA,DUX,90,Nao,61,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1532,Ana Moreira,ana.9905@email.com,63226,Sim,Nao,Sim,Mastercard,Platinum,124,Sim,35,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1533,Jorge Moreira,50213.2133@email.com,63786.5,Sim,Sim,Sim,VISA,Infinite,111,Nao,30,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1534,Simone Rodrigues,50492.4925@email.com,119873,Nao,Sim,Sim,null,null,52,Nao,58,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1535,Beatriz Moreira,50688.6883@email.com,175948,Sim,Nao,Sim,VISA,DUX,77,Sim,53,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1536,Priscila Oliveira,51285.2858@email.com,186061.5,Sim,Nao,Sim,VISA,Infinite,42,Sim,68,F,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1537,Patricia Carvalho,51619.6192@email.com,189575,Sim,Nao,Nao,Mastercard,Gold,123,Sim,65,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1538,Beatriz Lima,51656.6563@email.com,91207,Nao,Sim,Sim,null,null,37,Nao,32,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1539,Fernanda Carvalho,52708.7084@email.com,50977.5,Nao,Sim,Sim,null,null,145,Sim,42,M,Prof Liberal,14000,1539,20550040,20550-040,RJ,RIO DE JANEIRO,TIJUCA,RUA,ALMIRANTE COCHRANE,-25.23745388389881,-52.8131332659187,86a82c08fffffff,88a82c0887fffff
1540,Claudia Barbosa,52763.7634@email.com,38154,Sim,Sim,Sim,Mastercard,Gold,84,Sim,56,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1541,Juliana Rodrigues,53090.0906@email.com,199962,Nao,Sim,Nao,null,null,115,Sim,28,M,Funcionario Publico,3000,1541,20550060,20550-060,RJ,RIO DE JANEIRO,TIJUCA,RUA,GENERAL MARCELINO,-22.277728731245144,-50.660653410998066,86a80e08fffffff,88a80e08bbfffff
1542,Diego Ferreira,53165.1658@email.com,174355,Nao,Sim,Sim,null,null,74,Sim,55,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1543,Pedro Lima,53194.1949@email.com,22743,Nao,Sim,Nao,null,null,17,Nao,69,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1544,Tatiana Moreira,53600.6002@email.com,770,Sim,Sim,Nao,VISA,Platinum,69,Sim,71,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1545,Vitor Gomes,53642.6427@email.com,141783.5,Sim,Sim,Sim,VISA,Platinum,134,Sim,50,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1546,Maria Martins,53762.7624@email.com,38701,Sim,Sim,Sim,Mastercard,Connect,142,Sim,18,M,Prof Liberal,5000,1546,20550110,20550-110,RJ,RIO DE JANEIRO,TIJUCA,RUA,FERNANDES FIGUEIRA,-24.20526860224642,-47.58132904074175,86a81518fffffff,88a81518bdfffff
1547,Larissa Pereira,53801.8011@email.com,166432.5,Sim,Sim,Sim,Mastercard,DUX,57,Sim,74,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1548,Larissa Araujo,54594.5943@email.com,166306,Sim,Nao,Nao,Mastercard,Platinum,107,Sim,86,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1549,Fernanda Almeida,55245.2454@email.com,19963,Sim,Nao,Sim,VISA,Infinite,64,Sim,87,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1550,Renata Ferreira,55453.4530@email.com,51832,Sim,Sim,Nao,Mastercard,Connect,97,Sim,44,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1551,Renato Lima,55797.7977@email.com,39897,Sim,Sim,Sim,VISA,Infinite,61,Sim,84,M,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1552,Claudia Gomes,55801.8016@email.com,78554,Sim,Sim,Sim,VISA,Platinum,59,Sim,74,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1553,Juliana Rodrigues,56091.0917@email.com,157642,Sim,Nao,Nao,Mastercard,Platinum,28,Sim,53,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1554,Renata Santos,56925.9254@email.com,9632,Sim,Sim,Sim,Mastercard,Connect,20,Sim,65,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1555,Juliana Santos,57418.4183@email.com,32122,Sim,Sim,Sim,VISA,Platinum,121,Nao,67,M,Prof Liberal,null,null,null,null,null,null,null,null,null,null,null,null,null
1556,Patricia Nascimento,58291.2918@email.com,65504,Sim,Sim,Sim,VISA,Connect,107,Sim,72,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
1557,Camila Carvalho,58514.5149@email.com,140246.5,Nao,Sim,Sim,null,null,75,Nao,28,F,Funcionario Publico,null,null,null,null,null,null,null,null,null,null,null,null,null
1558,Maria Araujo,58822.8228@email.com,172958.5,Sim,Nao,Sim,VISA,DUX,84,Sim,36,M,Estudante,null,null,null,null,null,null,null,null,null,null,null,null,null
1559,Helena Martins,59174.1745@email.com,87711,Nao,Nao,Sim,null,null,11,Sim,47,M,Autonomo,null,null,null,null,null,null,null,null,null,null,null,null,null
